relationship_id,country_code,currency_code,headline_target_type,headline_indicator_key,candidate_indicator_id,candidate_indicator_key,candidate_indicator_name,candidate_macro_theme,lag_months,observation_pairs,correlation,abs_correlation,rejection_reason,processed_at
3897,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,3,18,0.518750,0.518750,low_sample,2026-04-25T22:25:54.019571+00:00
3898,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,6,37,0.428502,0.428502,not_best_lag,2026-04-25T22:25:54.019571+00:00
3899,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,5,30,0.319975,0.319975,low_correlation,2026-04-25T22:25:54.019571+00:00
3900,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,4,23,0.283133,0.283133,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3901,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,2,22,0.175998,0.175998,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3902,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,PPI (YoY),Inflation,1,31,0.146111,0.146111,low_correlation,2026-04-25T22:25:54.019571+00:00
3903,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,3,18,0.493850,0.493850,low_sample,2026-04-25T22:25:54.019571+00:00
3904,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,6,36,0.429384,0.429384,not_best_lag,2026-04-25T22:25:54.019571+00:00
3905,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,5,29,0.266294,0.266294,low_correlation,2026-04-25T22:25:54.019571+00:00
3906,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,2,22,0.221439,0.221439,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3907,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,4,22,0.179608,0.179608,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3908,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Core PPI (YoY),Inflation,1,30,0.016040,0.016040,low_correlation,2026-04-25T22:25:54.019571+00:00
3909,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,5,70,0.065417,0.065417,low_correlation,2026-04-25T22:25:54.019571+00:00
3910,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,6,64,0.062522,0.062522,low_correlation,2026-04-25T22:25:54.019571+00:00
3911,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,40,-0.053842,0.053842,low_correlation,2026-04-25T22:25:54.019571+00:00
3912,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,4,57,0.046980,0.046980,low_correlation,2026-04-25T22:25:54.019571+00:00
3913,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,0,68,-0.044052,0.044052,low_correlation,2026-04-25T22:25:54.019571+00:00
3914,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,3,43,0.023056,0.023056,low_correlation,2026-04-25T22:25:54.019571+00:00
3915,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,1,54,0.022559,0.022559,low_correlation,2026-04-25T22:25:54.019571+00:00
3916,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,5,27,0.253907,0.253907,low_correlation,2026-04-25T22:25:54.019571+00:00
3917,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,4,21,0.219257,0.219257,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3918,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,6,37,0.204809,0.204809,low_correlation,2026-04-25T22:25:54.019571+00:00
3919,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,2,23,-0.203252,0.203252,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3920,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,3,14,0.199408,0.199408,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3921,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Import Prices (YoY),Inflation,1,30,-0.182716,0.182716,low_correlation,2026-04-25T22:25:54.019571+00:00
3922,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,1,33,0.304257,0.304257,low_correlation,2026-04-25T22:25:54.019571+00:00
3923,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,4,21,0.266589,0.266589,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3924,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,5,29,0.243900,0.243900,low_correlation,2026-04-25T22:25:54.019571+00:00
3925,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,6,35,0.243205,0.243205,low_correlation,2026-04-25T22:25:54.019571+00:00
3926,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,0,43,0.203813,0.203813,low_correlation,2026-04-25T22:25:54.019571+00:00
3927,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,3,15,-0.088113,0.088113,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3928,US,USD,CPI,cpi_headline_yoy,26,nfp,Non-Farm Payrolls,Labor,2,22,-0.016165,0.016165,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3929,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,2,21,-0.653378,0.653378,low_sample,2026-04-25T22:25:54.019571+00:00
3930,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,6,37,-0.534621,0.534621,not_best_lag,2026-04-25T22:25:54.019571+00:00
3931,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,1,32,-0.523980,0.523980,not_best_lag,2026-04-25T22:25:54.019571+00:00
3932,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,5,28,-0.492727,0.492727,not_best_lag,2026-04-25T22:25:54.019571+00:00
3933,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,4,22,-0.464749,0.464749,low_sample,2026-04-25T22:25:54.019571+00:00
3934,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,0,43,-0.419522,0.419522,not_best_lag,2026-04-25T22:25:54.019571+00:00
3935,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Unemployment Rate,Labor,3,15,-0.111728,0.111728,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3936,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,2,22,0.324387,0.324387,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3937,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,1,32,-0.287686,0.287686,low_correlation,2026-04-25T22:25:54.019571+00:00
3938,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,4,21,-0.235628,0.235628,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3939,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,0,42,-0.224621,0.224621,low_correlation,2026-04-25T22:25:54.019571+00:00
3940,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,6,34,-0.207427,0.207427,low_correlation,2026-04-25T22:25:54.019571+00:00
3941,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,5,29,-0.202583,0.202583,low_correlation,2026-04-25T22:25:54.019571+00:00
3942,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Inflation,3,15,-0.089977,0.089977,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3943,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,3,15,0.367594,0.367594,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3944,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,1,32,-0.304431,0.304431,low_correlation,2026-04-25T22:25:54.019571+00:00
3945,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,4,22,-0.236174,0.236174,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3946,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,0,43,-0.228061,0.228061,low_correlation,2026-04-25T22:25:54.019571+00:00
3947,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,6,37,-0.225987,0.225987,low_correlation,2026-04-25T22:25:54.019571+00:00
3948,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,5,28,-0.219543,0.219543,low_correlation,2026-04-25T22:25:54.019571+00:00
3949,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Inflation,2,21,0.080784,0.080784,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3950,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,2,20,0.589356,0.589356,low_sample,2026-04-25T22:25:54.019571+00:00
3951,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,6,35,0.579561,0.579561,not_best_lag,2026-04-25T22:25:54.019571+00:00
3952,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,4,20,0.571381,0.571381,low_sample,2026-04-25T22:25:54.019571+00:00
3953,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,5,27,0.571183,0.571183,not_best_lag,2026-04-25T22:25:54.019571+00:00
3954,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,1,32,0.532686,0.532686,not_best_lag,2026-04-25T22:25:54.019571+00:00
3955,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,0,43,0.476308,0.476308,not_best_lag,2026-04-25T22:25:54.019571+00:00
3956,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor Force Participation Rate,Labor,3,13,0.109206,0.109206,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3957,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,5,13,-0.717447,0.717447,low_sample,2026-04-25T22:25:54.019571+00:00
3958,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,4,12,0.565578,0.565578,low_sample,2026-04-25T22:25:54.019571+00:00
3959,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,2,13,-0.481331,0.481331,low_sample,2026-04-25T22:25:54.019571+00:00
3960,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,6,13,-0.471433,0.471433,low_sample,2026-04-25T22:25:54.019571+00:00
3961,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,3,12,-0.307667,0.307667,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3962,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,1,16,-0.177379,0.177379,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3963,US,USD,CPI,cpi_headline_yoy,31,u6_unemployment_rate,U-6 Underemployment Rate,Labor,0,20,0.063382,0.063382,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3964,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,0,43,-0.374505,0.374505,low_correlation,2026-04-25T22:25:54.019571+00:00
3965,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,1,32,-0.303131,0.303131,low_correlation,2026-04-25T22:25:54.019571+00:00
3966,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,5,30,-0.290565,0.290565,low_correlation,2026-04-25T22:25:54.019571+00:00
3967,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,6,36,-0.219039,0.219039,low_correlation,2026-04-25T22:25:54.019571+00:00
3968,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,4,23,-0.164391,0.164391,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3969,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,3,18,0.131384,0.131384,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3970,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,ADP Employment Change,Labor,2,23,-0.058107,0.058107,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3971,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,2,93,-0.263103,0.263103,low_correlation,2026-04-25T22:25:54.019571+00:00
3972,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,1,132,-0.198408,0.198408,low_correlation,2026-04-25T22:25:54.019571+00:00
3973,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,6,150,-0.186245,0.186245,low_correlation,2026-04-25T22:25:54.019571+00:00
3974,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,5,166,-0.155089,0.155089,low_correlation,2026-04-25T22:25:54.019571+00:00
3975,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,0,175,-0.095129,0.095129,low_correlation,2026-04-25T22:25:54.019571+00:00
3976,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,4,133,-0.049720,0.049720,low_correlation,2026-04-25T22:25:54.019571+00:00
3977,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Initial Jobless Claims,Labor,3,98,0.048083,0.048083,low_correlation,2026-04-25T22:25:54.019571+00:00
3978,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,2,21,-0.687482,0.687482,low_sample,2026-04-25T22:25:54.019571+00:00
3979,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,0,41,-0.513942,0.513942,not_best_lag,2026-04-25T22:25:54.019571+00:00
3980,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,31,-0.496940,0.496940,not_best_lag,2026-04-25T22:25:54.019571+00:00
3981,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,3,17,-0.358306,0.358306,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3982,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,6,36,-0.354668,0.354668,low_correlation,2026-04-25T22:25:54.019571+00:00
3983,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,5,29,-0.330788,0.330788,low_correlation,2026-04-25T22:25:54.019571+00:00
3984,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,4,22,-0.320094,0.320094,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3985,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,2,21,-0.436247,0.436247,low_sample,2026-04-25T22:25:54.019571+00:00
3986,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,1,31,-0.427218,0.427218,not_best_lag,2026-04-25T22:25:54.019571+00:00
3987,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,3,17,-0.296314,0.296314,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3988,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,4,22,-0.174125,0.174125,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3989,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,6,36,-0.140749,0.140749,low_correlation,2026-04-25T22:25:54.019571+00:00
3990,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Inflation,5,29,-0.100610,0.100610,low_correlation,2026-04-25T22:25:54.019571+00:00
3991,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,0,41,-0.193403,0.193403,low_correlation,2026-04-25T22:25:54.019571+00:00
3992,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,6,36,0.140372,0.140372,low_correlation,2026-04-25T22:25:54.019571+00:00
3993,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,3,17,-0.123740,0.123740,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3994,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,4,22,-0.120736,0.120736,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3995,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,1,31,-0.101007,0.101007,low_correlation,2026-04-25T22:25:54.019571+00:00
3996,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,5,29,-0.029004,0.029004,low_correlation,2026-04-25T22:25:54.019571+00:00
3997,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,ISM Manufacturing Employment,Labor,2,21,0.026397,0.026397,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
3998,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,21,-0.558500,0.558500,low_sample,2026-04-25T22:25:54.019571+00:00
3999,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,0,41,-0.548229,0.548229,not_best_lag,2026-04-25T22:25:54.019571+00:00
4000,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,1,31,-0.530599,0.530599,not_best_lag,2026-04-25T22:25:54.019571+00:00
4001,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,5,29,-0.491663,0.491663,not_best_lag,2026-04-25T22:25:54.019571+00:00
4002,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,6,36,-0.426664,0.426664,not_best_lag,2026-04-25T22:25:54.019571+00:00
4003,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,4,22,-0.337469,0.337469,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
4004,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,3,17,-0.141650,0.141650,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
4005,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,3,23,-0.753500,0.753500,low_sample,2026-04-25T22:25:54.019571+00:00
4006,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,4,32,-0.612419,0.612419,not_best_lag,2026-04-25T22:25:54.019571+00:00
4007,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,5,39,-0.457979,0.457979,not_best_lag,2026-04-25T22:25:54.019571+00:00
4008,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,25,-0.445846,0.445846,not_best_lag,2026-04-25T22:25:54.019571+00:00
4009,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,6,41,-0.438144,0.438144,not_best_lag,2026-04-25T22:25:54.019571+00:00
4010,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,0,45,-0.383811,0.383811,low_correlation,2026-04-25T22:25:54.019571+00:00
4011,US,USD,CPI,cpi_headline_yoy,38,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,1,36,-0.158333,0.158333,low_correlation,2026-04-25T22:25:54.019571+00:00
4012,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,4,33,-0.368283,0.368283,low_correlation,2026-04-25T22:25:54.019571+00:00
4013,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,5,39,-0.353696,0.353696,low_correlation,2026-04-25T22:25:54.019571+00:00
4014,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,6,43,-0.320531,0.320531,low_correlation,2026-04-25T22:25:54.019571+00:00
4015,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,3,25,-0.210205,0.210205,low_correlation,2026-04-25T22:25:54.019571+00:00
4016,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,0,49,-0.133055,0.133055,low_correlation,2026-04-25T22:25:54.019571+00:00
4017,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,2,29,-0.058264,0.058264,low_correlation,2026-04-25T22:25:54.019571+00:00
4018,US,USD,CPI,cpi_headline_yoy,39,sp_global_services_pmi,S&P Global Services PMI,Growth,1,38,-0.029358,0.029358,low_correlation,2026-04-25T22:25:54.019571+00:00
4019,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,5,39,-0.376159,0.376159,low_correlation,2026-04-25T22:25:54.019571+00:00
4020,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,6,43,-0.347022,0.347022,low_correlation,2026-04-25T22:25:54.019571+00:00
4021,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,3,25,-0.331464,0.331464,low_correlation,2026-04-25T22:25:54.019571+00:00
4022,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,0,49,-0.130432,0.130432,low_correlation,2026-04-25T22:25:54.019571+00:00
4023,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,29,-0.064113,0.064113,low_correlation,2026-04-25T22:25:54.019571+00:00
4024,US,USD,CPI,cpi_headline_yoy,40,sp_global_composite_pmi,S&P Global Composite PMI,Growth,1,38,-0.023704,0.023704,low_correlation,2026-04-25T22:25:54.019571+00:00
4025,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,3,19,-0.277005,0.277005,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
4026,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,4,24,-0.203796,0.203796,low_correlation,2026-04-25T22:25:54.019571+00:00
4027,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,1,32,0.162234,0.162234,low_correlation,2026-04-25T22:25:54.019571+00:00
4028,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,5,30,-0.150027,0.150027,low_correlation,2026-04-25T22:25:54.019571+00:00
4029,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,2,26,0.100664,0.100664,low_correlation,2026-04-25T22:25:54.019571+00:00
4030,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Retail Sales (MoM),Growth,6,35,-0.023922,0.023922,low_correlation,2026-04-25T22:25:54.019571+00:00
4031,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,4,24,-0.200071,0.200071,low_correlation,2026-04-25T22:25:54.019571+00:00
4032,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,3,19,-0.146859,0.146859,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
4033,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,6,38,0.091948,0.091948,low_correlation,2026-04-25T22:25:54.019571+00:00
4034,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,5,31,-0.090446,0.090446,low_correlation,2026-04-25T22:25:54.019571+00:00
4035,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,2,27,0.066778,0.066778,low_correlation,2026-04-25T22:25:54.019571+00:00
4036,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Retail Sales (YoY),Growth,1,35,-0.032564,0.032564,low_correlation,2026-04-25T22:25:54.019571+00:00
4037,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,4,30,-0.257790,0.257790,low_correlation,2026-04-25T22:25:54.019571+00:00
4038,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,0,36,-0.253991,0.253991,low_correlation,2026-04-25T22:25:54.019571+00:00
4039,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,5,37,-0.161282,0.161282,low_correlation,2026-04-25T22:25:54.019571+00:00
4040,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,3,23,-0.136336,0.136336,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
4041,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,1,26,-0.052556,0.052556,low_correlation,2026-04-25T22:25:54.019571+00:00
4042,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,6,31,-0.034785,0.034785,low_correlation,2026-04-25T22:25:54.019571+00:00
