component_id,score_date,country_code,currency_code,theme,canonical_name,raw_signal,direction,weight,directional_signal,weighted_signal,notes,processed_at
61173,2025-08-28,CH,CHF,Growth,retail_sales_yoy,3.455474,1,1.0000,3.455474,3.455474,Retail sales,2026-05-03T20:30:00.072964+00:00
61174,2025-08-29,US,USD,Inflation,core_pce_price_index_yoy,1.687323,1,3.0000,1.687323,5.061969,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
61175,2025-08-29,US,USD,Inflation,pce_price_index_yoy,1.231174,1,2.0000,1.231174,2.462348,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
61176,2025-08-29,US,USD,Inflation,core_cpi_yoy,1.687323,1,1.0000,1.687323,1.687323,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
61177,2025-08-29,US,USD,Labor,unemployment_rate,0.730297,-1,3.0000,-0.730297,-2.190891,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
61178,2025-08-29,US,USD,Labor,nfp,-2.632989,1,3.0000,-2.632989,-7.898967,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
61179,2025-08-29,US,USD,Labor,avg_hourly_earnings_yoy,0.526235,1,2.0000,0.526235,1.052470,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
61180,2025-08-29,US,USD,Growth,ism_manufacturing_pmi,-1.563472,1,2.0000,-1.563472,-3.126944,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
61181,2025-08-29,US,USD,Growth,retail_sales_mom,0.000000,1,2.0000,0.000000,0.000000,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
61182,2025-08-29,US,USD,Growth,sp_global_services_pmi,1.665549,1,1.0000,1.665549,1.665549,Services sector activity,2026-05-03T20:30:00.072964+00:00
61183,2025-08-29,EU,EUR,Inflation,core_cpi_yoy,-0.272785,1,3.0000,-0.272785,-0.818355,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
61184,2025-08-29,EU,EUR,Inflation,cpi_headline_yoy,0.730297,1,2.0000,0.730297,1.460594,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
61185,2025-08-29,EU,EUR,Inflation,consumer_inflation_expectation,-1.095989,1,1.0000,-1.095989,-1.095989,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
61186,2025-08-29,EU,EUR,Labor,unemployment_rate,0.000000,-1,3.0000,0.000000,0.000000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
61187,2025-08-29,EU,EUR,Growth,gdp_qoq,-1.143726,1,2.0000,-1.143726,-2.287452,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
61188,2025-08-29,EU,EUR,Growth,manufacturing_pmi,4.489140,1,1.0000,4.489140,4.489140,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
61189,2025-08-29,UK,GBP,Inflation,cpi_headline_yoy,1.379482,1,3.0000,1.379482,4.138446,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
61190,2025-08-29,UK,GBP,Inflation,core_cpi_yoy,1.338877,1,2.0000,1.338877,2.677754,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
61191,2025-08-29,UK,GBP,Labor,avg_earnings_excl_bonus,-0.730297,1,3.0000,-0.730297,-2.190891,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
61192,2025-08-29,UK,GBP,Labor,unemployment_rate,1.380537,-1,2.0000,-1.380537,-2.761074,UK unemployment,2026-05-03T20:30:00.072964+00:00
61193,2025-08-29,UK,GBP,Growth,gdp_mom,1.149978,1,2.0000,1.149978,2.299956,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
61194,2025-08-29,UK,GBP,Growth,services_pmi,2.263422,1,2.0000,2.263422,4.526844,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
61195,2025-08-29,UK,GBP,Growth,retail_sales_mom,0.331185,1,1.0000,0.331185,0.331185,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
61196,2025-08-29,JP,JPY,Inflation,core_cpi_yoy,-1.245082,1,3.0000,-1.245082,-3.735246,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
61197,2025-08-29,JP,JPY,Inflation,cpi_ex_food_energy_yoy,1.121719,1,3.0000,1.121719,3.365157,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
61198,2025-08-29,JP,JPY,Inflation,cpi_headline_yoy,-2.901274,1,1.0000,-2.901274,-2.901274,Headline CPI,2026-05-03T20:30:00.072964+00:00
61199,2025-08-29,JP,JPY,Labor,unemployment_rate,-4.024922,-1,2.0000,4.024922,8.049844,Japan unemployment,2026-05-03T20:30:00.072964+00:00
61200,2025-08-29,JP,JPY,Growth,gdp_qoq,-0.056121,1,2.0000,-0.056121,-0.112242,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
61201,2025-08-29,JP,JPY,Growth,composite_pmi,0.883788,1,2.0000,0.883788,1.767576,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
61202,2025-08-29,JP,JPY,Growth,industrial_production_mom,-0.130197,1,1.0000,-0.130197,-0.130197,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
61203,2025-08-29,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-1.725324,1,3.0000,-1.725324,-5.175972,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
61204,2025-08-29,AU,AUD,Inflation,monthly_cpi_indicator,2.432485,1,2.0000,2.432485,4.864970,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
61205,2025-08-29,AU,AUD,Inflation,cpi_headline_yoy,-1.356801,1,1.0000,-1.356801,-1.356801,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
61206,2025-08-29,AU,AUD,Labor,unemployment_rate,0.670820,-1,3.0000,-0.670820,-2.012460,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
61207,2025-08-29,AU,AUD,Labor,employment_change,0.209827,1,2.0000,0.209827,0.419654,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
61208,2025-08-29,AU,AUD,Growth,composite_pmi,3.930116,1,2.0000,3.930116,7.860232,Composite PMI,2026-05-03T20:30:00.072964+00:00
61209,2025-08-29,AU,AUD,Growth,retail_sales_mom,6.207522,1,2.0000,6.207522,12.415044,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
61210,2025-08-29,NZ,NZD,Inflation,cpi_headline_yoy,-0.177372,1,3.0000,-0.177372,-0.532116,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
61211,2025-08-29,NZ,NZD,Inflation,cpi_headline_qoq,-0.534522,1,2.0000,-0.534522,-1.069044,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
61212,2025-08-29,NZ,NZD,Labor,unemployment_rate,1.227881,-1,3.0000,-1.227881,-3.683643,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
61213,2025-08-29,NZ,NZD,Labor,employment_change_qoq,-0.118993,1,2.0000,-0.118993,-0.237986,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
61214,2025-08-29,NZ,NZD,Labor,labour_cost_index_yoy,-1.954970,1,2.0000,-1.954970,-3.909940,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
61215,2025-08-29,NZ,NZD,Growth,business_confidence,0.294263,1,2.0000,0.294263,0.588526,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
61216,2025-08-29,NZ,NZD,Growth,balance_of_trade,-2.722040,1,1.0000,-2.722040,-2.722040,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
61217,2025-08-29,CA,CAD,Inflation,cpi_trimmed_mean_yoy,1.000000,1,3.0000,1.000000,3.000000,CPI-Trim — BoC preferred core measure #1,2026-05-03T20:30:00.072964+00:00
61218,2025-08-29,CA,CAD,Inflation,cpi_median_yoy,0.836660,1,3.0000,0.836660,2.509980,CPI-Median — BoC preferred core measure #2,2026-05-03T20:30:00.072964+00:00
61219,2025-08-29,CA,CAD,Inflation,cpi_common_yoy,0.956183,1,3.0000,0.956183,2.868549,CPI-Common — BoC preferred core measure #3,2026-05-03T20:30:00.072964+00:00
61220,2025-08-29,CA,CAD,Inflation,cpi_headline_yoy,-0.855363,1,1.0000,-0.855363,-0.855363,Headline CPI,2026-05-03T20:30:00.072964+00:00
61221,2025-08-29,CA,CAD,Labor,unemployment_rate,0.486864,-1,3.0000,-0.486864,-1.460592,Canada unemployment,2026-05-03T20:30:00.072964+00:00
61222,2025-08-29,CA,CAD,Labor,employment_change,-1.282845,1,2.0000,-1.282845,-2.565690,Employment change,2026-05-03T20:30:00.072964+00:00
61223,2025-08-29,CA,CAD,Growth,gdp_mom,1.788854,1,3.0000,1.788854,5.366562,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
61224,2025-08-29,CA,CAD,Growth,ivey_pmi_sa,1.460295,1,2.0000,1.460295,2.920590,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
61225,2025-08-29,CA,CAD,Growth,retail_sales_mom,-0.784375,1,1.0000,-0.784375,-0.784375,Retail sales,2026-05-03T20:30:00.072964+00:00
61226,2025-08-29,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
61227,2025-08-29,CH,CHF,Inflation,producer_import_prices_yoy,-1.582513,1,2.0000,-1.582513,-3.165026,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
61228,2025-08-29,CH,CHF,Labor,unemployment_rate,-1.434274,-1,2.0000,1.434274,2.868548,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
61229,2025-08-29,CH,CHF,Growth,gdp_qoq,-1.981735,1,2.0000,-1.981735,-3.963470,Swiss GDP,2026-05-03T20:30:00.072964+00:00
61230,2025-08-29,CH,CHF,Growth,retail_sales_yoy,3.455474,1,1.0000,3.455474,3.455474,Retail sales,2026-05-03T20:30:00.072964+00:00
61231,2025-09-01,US,USD,Inflation,core_pce_price_index_yoy,1.687323,1,3.0000,1.687323,5.061969,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
61232,2025-09-01,US,USD,Inflation,pce_price_index_yoy,1.231174,1,2.0000,1.231174,2.462348,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
61233,2025-09-01,US,USD,Inflation,core_cpi_yoy,1.687323,1,1.0000,1.687323,1.687323,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
61234,2025-09-01,US,USD,Labor,unemployment_rate,0.730297,-1,3.0000,-0.730297,-2.190891,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
61235,2025-09-01,US,USD,Labor,nfp,-2.632989,1,3.0000,-2.632989,-7.898967,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
61236,2025-09-01,US,USD,Labor,avg_hourly_earnings_yoy,0.526235,1,2.0000,0.526235,1.052470,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
61237,2025-09-01,US,USD,Growth,ism_manufacturing_pmi,-1.563472,1,2.0000,-1.563472,-3.126944,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
61238,2025-09-01,US,USD,Growth,retail_sales_mom,0.000000,1,2.0000,0.000000,0.000000,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
61239,2025-09-01,US,USD,Growth,sp_global_services_pmi,1.665549,1,1.0000,1.665549,1.665549,Services sector activity,2026-05-03T20:30:00.072964+00:00
61240,2025-09-01,EU,EUR,Inflation,core_cpi_yoy,-0.272785,1,3.0000,-0.272785,-0.818355,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
61241,2025-09-01,EU,EUR,Inflation,cpi_headline_yoy,0.730297,1,2.0000,0.730297,1.460594,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
61242,2025-09-01,EU,EUR,Inflation,consumer_inflation_expectation,-1.095989,1,1.0000,-1.095989,-1.095989,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
61243,2025-09-01,EU,EUR,Labor,unemployment_rate,0.000000,-1,3.0000,0.000000,0.000000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
61244,2025-09-01,EU,EUR,Growth,gdp_qoq,-1.143726,1,2.0000,-1.143726,-2.287452,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
61245,2025-09-01,EU,EUR,Growth,manufacturing_pmi,2.092457,1,1.0000,2.092457,2.092457,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
61246,2025-09-01,UK,GBP,Inflation,cpi_headline_yoy,1.379482,1,3.0000,1.379482,4.138446,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
61247,2025-09-01,UK,GBP,Inflation,core_cpi_yoy,1.338877,1,2.0000,1.338877,2.677754,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
61248,2025-09-01,UK,GBP,Labor,avg_earnings_excl_bonus,-0.730297,1,3.0000,-0.730297,-2.190891,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
61249,2025-09-01,UK,GBP,Labor,unemployment_rate,1.380537,-1,2.0000,-1.380537,-2.761074,UK unemployment,2026-05-03T20:30:00.072964+00:00
61250,2025-09-01,UK,GBP,Growth,gdp_mom,1.149978,1,2.0000,1.149978,2.299956,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
61251,2025-09-01,UK,GBP,Growth,services_pmi,2.263422,1,2.0000,2.263422,4.526844,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
61252,2025-09-01,UK,GBP,Growth,retail_sales_mom,0.331185,1,1.0000,0.331185,0.331185,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
61253,2025-09-01,JP,JPY,Inflation,core_cpi_yoy,-1.245082,1,3.0000,-1.245082,-3.735246,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
61254,2025-09-01,JP,JPY,Inflation,cpi_ex_food_energy_yoy,1.121719,1,3.0000,1.121719,3.365157,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
61255,2025-09-01,JP,JPY,Inflation,cpi_headline_yoy,-2.901274,1,1.0000,-2.901274,-2.901274,Headline CPI,2026-05-03T20:30:00.072964+00:00
61256,2025-09-01,JP,JPY,Labor,unemployment_rate,-4.024922,-1,2.0000,4.024922,8.049844,Japan unemployment,2026-05-03T20:30:00.072964+00:00
61257,2025-09-01,JP,JPY,Growth,gdp_qoq,-0.056121,1,2.0000,-0.056121,-0.112242,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
61258,2025-09-01,JP,JPY,Growth,composite_pmi,0.883788,1,2.0000,0.883788,1.767576,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
61259,2025-09-01,JP,JPY,Growth,industrial_production_mom,-0.130197,1,1.0000,-0.130197,-0.130197,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
61260,2025-09-01,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-1.725324,1,3.0000,-1.725324,-5.175972,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
61261,2025-09-01,AU,AUD,Inflation,monthly_cpi_indicator,2.432485,1,2.0000,2.432485,4.864970,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
61262,2025-09-01,AU,AUD,Inflation,cpi_headline_yoy,-1.356801,1,1.0000,-1.356801,-1.356801,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
61263,2025-09-01,AU,AUD,Labor,unemployment_rate,0.670820,-1,3.0000,-0.670820,-2.012460,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
61264,2025-09-01,AU,AUD,Labor,employment_change,0.209827,1,2.0000,0.209827,0.419654,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
61265,2025-09-01,AU,AUD,Growth,composite_pmi,3.930116,1,2.0000,3.930116,7.860232,Composite PMI,2026-05-03T20:30:00.072964+00:00
61266,2025-09-01,AU,AUD,Growth,retail_sales_mom,6.207522,1,2.0000,6.207522,12.415044,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
61267,2025-09-01,NZ,NZD,Inflation,cpi_headline_yoy,-0.177372,1,3.0000,-0.177372,-0.532116,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
61268,2025-09-01,NZ,NZD,Inflation,cpi_headline_qoq,-0.534522,1,2.0000,-0.534522,-1.069044,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
61269,2025-09-01,NZ,NZD,Labor,unemployment_rate,1.227881,-1,3.0000,-1.227881,-3.683643,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
61270,2025-09-01,NZ,NZD,Labor,employment_change_qoq,-0.118993,1,2.0000,-0.118993,-0.237986,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
61271,2025-09-01,NZ,NZD,Labor,labour_cost_index_yoy,-1.954970,1,2.0000,-1.954970,-3.909940,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
61272,2025-09-01,NZ,NZD,Growth,business_confidence,0.294263,1,2.0000,0.294263,0.588526,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
61273,2025-09-01,NZ,NZD,Growth,balance_of_trade,-2.722040,1,1.0000,-2.722040,-2.722040,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
61274,2025-09-01,CA,CAD,Inflation,cpi_trimmed_mean_yoy,1.000000,1,3.0000,1.000000,3.000000,CPI-Trim — BoC preferred core measure #1,2026-05-03T20:30:00.072964+00:00
61275,2025-09-01,CA,CAD,Inflation,cpi_median_yoy,0.836660,1,3.0000,0.836660,2.509980,CPI-Median — BoC preferred core measure #2,2026-05-03T20:30:00.072964+00:00
61276,2025-09-01,CA,CAD,Inflation,cpi_common_yoy,0.956183,1,3.0000,0.956183,2.868549,CPI-Common — BoC preferred core measure #3,2026-05-03T20:30:00.072964+00:00
61277,2025-09-01,CA,CAD,Inflation,cpi_headline_yoy,-0.855363,1,1.0000,-0.855363,-0.855363,Headline CPI,2026-05-03T20:30:00.072964+00:00
61278,2025-09-01,CA,CAD,Labor,unemployment_rate,0.486864,-1,3.0000,-0.486864,-1.460592,Canada unemployment,2026-05-03T20:30:00.072964+00:00
61279,2025-09-01,CA,CAD,Labor,employment_change,-1.282845,1,2.0000,-1.282845,-2.565690,Employment change,2026-05-03T20:30:00.072964+00:00
61280,2025-09-01,CA,CAD,Growth,gdp_mom,1.788854,1,3.0000,1.788854,5.366562,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
61281,2025-09-01,CA,CAD,Growth,ivey_pmi_sa,1.460295,1,2.0000,1.460295,2.920590,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
61282,2025-09-01,CA,CAD,Growth,retail_sales_mom,-0.784375,1,1.0000,-0.784375,-0.784375,Retail sales,2026-05-03T20:30:00.072964+00:00
61283,2025-09-01,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
61284,2025-09-01,CH,CHF,Inflation,producer_import_prices_yoy,-1.582513,1,2.0000,-1.582513,-3.165026,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
61285,2025-09-01,CH,CHF,Labor,unemployment_rate,-1.434274,-1,2.0000,1.434274,2.868548,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
61286,2025-09-01,CH,CHF,Growth,gdp_qoq,-1.981735,1,2.0000,-1.981735,-3.963470,Swiss GDP,2026-05-03T20:30:00.072964+00:00
61287,2025-09-01,CH,CHF,Growth,retail_sales_yoy,-1.275901,1,1.0000,-1.275901,-1.275901,Retail sales,2026-05-03T20:30:00.072964+00:00
61288,2025-09-02,US,USD,Inflation,core_pce_price_index_yoy,1.687323,1,3.0000,1.687323,5.061969,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
61289,2025-09-02,US,USD,Inflation,pce_price_index_yoy,1.231174,1,2.0000,1.231174,2.462348,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
61290,2025-09-02,US,USD,Inflation,core_cpi_yoy,1.687323,1,1.0000,1.687323,1.687323,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
61291,2025-09-02,US,USD,Labor,unemployment_rate,0.730297,-1,3.0000,-0.730297,-2.190891,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
61292,2025-09-02,US,USD,Labor,nfp,-2.632989,1,3.0000,-2.632989,-7.898967,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
61293,2025-09-02,US,USD,Labor,avg_hourly_earnings_yoy,0.526235,1,2.0000,0.526235,1.052470,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
61294,2025-09-02,US,USD,Growth,ism_manufacturing_pmi,0.144254,1,2.0000,0.144254,0.288508,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
61295,2025-09-02,US,USD,Growth,retail_sales_mom,0.000000,1,2.0000,0.000000,0.000000,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
61296,2025-09-02,US,USD,Growth,sp_global_services_pmi,1.665549,1,1.0000,1.665549,1.665549,Services sector activity,2026-05-03T20:30:00.072964+00:00
61297,2025-09-02,EU,EUR,Inflation,core_cpi_yoy,-0.271664,1,3.0000,-0.271664,-0.814992,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
61298,2025-09-02,EU,EUR,Inflation,cpi_headline_yoy,2.683282,1,2.0000,2.683282,5.366564,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
61299,2025-09-02,EU,EUR,Inflation,consumer_inflation_expectation,-1.095989,1,1.0000,-1.095989,-1.095989,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
61300,2025-09-02,EU,EUR,Labor,unemployment_rate,0.000000,-1,3.0000,0.000000,0.000000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
61301,2025-09-02,EU,EUR,Growth,gdp_qoq,-1.143726,1,2.0000,-1.143726,-2.287452,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
61302,2025-09-02,EU,EUR,Growth,manufacturing_pmi,2.092457,1,1.0000,2.092457,2.092457,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
61303,2025-09-02,UK,GBP,Inflation,cpi_headline_yoy,1.379482,1,3.0000,1.379482,4.138446,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
61304,2025-09-02,UK,GBP,Inflation,core_cpi_yoy,1.338877,1,2.0000,1.338877,2.677754,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
61305,2025-09-02,UK,GBP,Labor,avg_earnings_excl_bonus,-0.730297,1,3.0000,-0.730297,-2.190891,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
61306,2025-09-02,UK,GBP,Labor,unemployment_rate,1.380537,-1,2.0000,-1.380537,-2.761074,UK unemployment,2026-05-03T20:30:00.072964+00:00
61307,2025-09-02,UK,GBP,Growth,gdp_mom,1.149978,1,2.0000,1.149978,2.299956,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
61308,2025-09-02,UK,GBP,Growth,services_pmi,2.263422,1,2.0000,2.263422,4.526844,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
61309,2025-09-02,UK,GBP,Growth,retail_sales_mom,0.331185,1,1.0000,0.331185,0.331185,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
61310,2025-09-02,JP,JPY,Inflation,core_cpi_yoy,-1.245082,1,3.0000,-1.245082,-3.735246,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
61311,2025-09-02,JP,JPY,Inflation,cpi_ex_food_energy_yoy,1.121719,1,3.0000,1.121719,3.365157,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
61312,2025-09-02,JP,JPY,Inflation,cpi_headline_yoy,-2.901274,1,1.0000,-2.901274,-2.901274,Headline CPI,2026-05-03T20:30:00.072964+00:00
61313,2025-09-02,JP,JPY,Labor,unemployment_rate,-4.024922,-1,2.0000,4.024922,8.049844,Japan unemployment,2026-05-03T20:30:00.072964+00:00
61314,2025-09-02,JP,JPY,Growth,gdp_qoq,-0.056121,1,2.0000,-0.056121,-0.112242,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
61315,2025-09-02,JP,JPY,Growth,composite_pmi,0.883788,1,2.0000,0.883788,1.767576,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
61316,2025-09-02,JP,JPY,Growth,industrial_production_mom,-0.130197,1,1.0000,-0.130197,-0.130197,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
61317,2025-09-02,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-1.725324,1,3.0000,-1.725324,-5.175972,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
61318,2025-09-02,AU,AUD,Inflation,monthly_cpi_indicator,2.432485,1,2.0000,2.432485,4.864970,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
61319,2025-09-02,AU,AUD,Inflation,cpi_headline_yoy,-1.356801,1,1.0000,-1.356801,-1.356801,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
61320,2025-09-02,AU,AUD,Labor,unemployment_rate,0.670820,-1,3.0000,-0.670820,-2.012460,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
61321,2025-09-02,AU,AUD,Labor,employment_change,0.209827,1,2.0000,0.209827,0.419654,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
61322,2025-09-02,AU,AUD,Growth,composite_pmi,3.013596,1,2.0000,3.013596,6.027192,Composite PMI,2026-05-03T20:30:00.072964+00:00
61323,2025-09-02,AU,AUD,Growth,retail_sales_mom,6.207522,1,2.0000,6.207522,12.415044,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
61324,2025-09-02,NZ,NZD,Inflation,cpi_headline_yoy,-0.177372,1,3.0000,-0.177372,-0.532116,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
61325,2025-09-02,NZ,NZD,Inflation,cpi_headline_qoq,-0.534522,1,2.0000,-0.534522,-1.069044,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
61326,2025-09-02,NZ,NZD,Labor,unemployment_rate,1.227881,-1,3.0000,-1.227881,-3.683643,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
